ph,sec_Mn,sec_Mw,sec_polyDisp,energyAbsorp,strainMaxLoad,stressMaxLoad,youngsMod
,44.1,127.6,2.89,0.072340,0.051118,28.779,2274.6
,35.9,85.4,2.377,0.023396,0.030050,9.7289,1416.2
,20.1,93.4,4.653,0.034683,0.034793,13.585,2083.7
,29.5,91.2,3.094,0.057662,0.044734,21.320,2015.6
5.065,76.8,161.6,2.105,0.036076,0.047622,16.132,1798.6
,33.5,122.7,3.667,0.036317,0.034782,16.115,1852.0
,58.6,107.2,1.829,0.055638,0.039130,23.529,1919.3
,48.9,105,2.148,0.049192,0.038124,18.333,1780.8
,55.9,124.9,2.236,0.036156,0.031712,17.302,1539.3
,26.6,53.3,2.007,0.029420,0.028192,13.780,1505.6
,18.6,67.9,3.652,0.023906,0.024612,14.191,2044.1
4.830,20,102.4,5.111,0.051608,0.036355,26.062,2465.3
,19.4,81.6,4.212,0.051593,0.034420,27.238,2513.4
,23,80.2,3.495,0.053586,0.048074,23.884,2067.7
,27.4,108.5,3.959,0.051623,0.040532,28.012,2454.2
,45.5,88.3,1.943,0.056732,0.045262,21.359,1705.9
,26.6,85,3.199,0.028100,0.028745,9.9309,1094.6
,21.4,62.4,2.917,0.040640,0.036762,15.844,1427.7
5.207,43.6,81.9,1.878,0.024390,0.028714,9.6245,1269.0
,24.5,79,3.226,0.029432,0.037228,14.758,1482.6
,22.2,49.3,2.221,0.031684,0.033994,16.452,1607.6
,29.9,76.2,2.545,0.049166,0.037218,16.102,1819.0
,22.1,49.4,2.236,0.038232,0.030457,15.988,2443.0
,35.8,82.2,2.296,0.036788,0.031420,19.610,2257.3
,32.5,79.6,2.45,0.030906,0.027886,18.326,2007.5
5.165,20.1,48,2.387,0.0082300,0.011892,9.8780,NaN
,31.5,82.7,2.623,0.0054140,0.014892,9.0508,NaN
,22.7,68.6,3.021,0.044392,0.038707,17.290,1917.3
,33.4,61.4,1.84,0.047474,0.036920,13.598,1418.5
,35.1,94.2,2.681,0.051710,0.040588,22.015,2256.0
,31.8,220.4,6.933,0.12689,0.066282,32.980,1467.7
,19.8,72.5,3.656,0.057664,0.039060,21.674,1834.0
6.405,26.3,239.2,9.093,0.044204,0.033726,19.323,1721.6
,31.2,75.4,2.414,0.051104,0.041714,18.027,1759.0
,21.4,55.4,2.586,0.031190,0.029160,13.942,1902.5
,28.4,69.2,2.435,0.043100,0.040532,18.667,1347.2
,46.2,123.9,2.679,0.043650,0.040256,18.593,1592.4
,20.5,85.2,4.151,0.063876,0.047024,27.247,1660.7
,13,48.5,3.736,0.043946,0.036762,23.002,2035.6
4.960,31.9,127.4,3.996,0.036086,0.033472,18.782,1475.0
,14.2,59.8,4.212,0.033596,0.035100,15.013,1290.1
,13.7,44.4,3.244,0.022548,0.027784,16.801,2109.4
,26,52.8,2.034,0.025630,0.034132,9.9723,1273.9
,36,79,2.197,0.043530,0.044484,20.516,1628.6
,34.3,67.2,1.959,0.028900,0.034150,20.722,1965.6
,20.5,57.3,2.797,0.030072,0.033072,19.755,1904.6
5.067,25,102.4,4.087,0.052760,0.046286,27.456,2277.9
,48.7,89.5,1.837,0.12326,0.058950,29.825,1362.8
,37,128.7,3.477,0.053340,0.048858,33.582,1995.9
,48,201.1,4.193,0.067080,0.050686,28.187,1818.3
,19.4,112.6,5.816,0.033742,0.035952,18.270,2020.1
,28.9,127.8,4.429,0.041088,0.037770,13.485,1290.2
,28.1,112.5,4.004,0.039060,0.036880,23.408,1875.3
5.265,25.5,159.4,6.256,0.070946,0.054988,29.917,1734.1
,30.4,105.4,3.465,0.041410,0.040688,20.818,1715.9
,25.9,152.9,5.911,0.061648,0.044916,26.074,2297.2
,17.2,59.6,3.46,0.039358,0.035944,19.075,2025.0
,17.5,47.3,2.708,0.037062,0.033072,18.651,1845.6
,16.1,43.1,2.678,0.033998,0.032362,13.518,1292.0
,26.2,64,2.446,0.034150,0.034600,11.931,1429.3
4.890,19.1,83.2,4.359,0.051554,0.038062,31.870,2541.0
,33.8,159.7,4.725,0.046608,0.036998,26.527,2303.2
,29.3,87.8,3.001,0.043474,0.047916,18.080,1487.2
,34.4,79.2,2.303,0.032832,0.035182,13.774,1271.0
,13.2,50.5,3.815,0.026823,0.032500,9.4630,1074.0
,30.3,63.1,2.08,0.028612,0.034976,11.417,972.24
,19.6,53,2.705,0.028142,0.029796,15.569,1634.0
5.120,30.7,59.4,1.936,0.039688,0.038456,20.321,1492.6
,35.8,73.8,2.062,0.062284,0.051032,20.656,1448.1
,46.9,98.6,2.103,0.047776,0.042500,22.804,2056.7
,13.5,52.4,3.867,0.036958,0.032874,16.524,1192.6
,14.4,43.9,3.041,0.036876,0.035850,24.446,1912.0
,15.8,74,4.682,0.031772,0.033694,11.751,1628.3
,21.9,70.4,3.222,0.047350,0.036228,23.957,1715.5
4.700,16.8,66.7,3.965,0.031972,0.033300,16.885,2011.0
,20.8,59,2.839,0.047096,0.038856,27.734,3198.9
,18.6,47.9,2.577,0.025367,0.035258,14.508,1517.0
,31.1,95.1,3.061,0.036066,0.034024,20.571,2596.1
,23.5,71.7,3.056,0.027724,0.027884,12.272,1798.1
,38.3,86.4,2.257,0.037824,0.036834,19.857,1885.1
,52.3,80.9,1.546,0.071650,0.054508,24.257,1685.3
4.780,42.3,89.6,2.119,0.058204,0.056108,24.844,1740.6
,63.6,192.3,3.024,0.029426,0.035818,9.8484,911.22
,50.7,111.2,2.194,0.039902,0.039068,10.855,1165.9
,46.5,100.6,2.164,0.059568,0.044568,19.852,1266.6
,44.8,121.2,2.704,0.033818,0.036880,14.884,1636.5
,22.5,55.8,2.479,0.031396,0.034606,15.334,1357.0
,37.7,80.8,2.144,0.049294,0.031868,21.343,2227.1
4.930,35.2,69.2,1.965,0.034450,0.035646,14.667,1128.9
,21.1,42.9,2.034,0.026865,0.031017,16.364,1904.4
,34.6,73.5,2.125,0.032056,0.034520,16.830,1552.8
,31.6,59.3,1.877,0.025364,0.027128,9.8054,1078.8
,37.9,73.5,1.942,0.037036,0.040752,19.892,1734.4
,48.4,113.8,2.349,0.047896,0.047924,24.817,1239.1
,33.3,75.3,2.263,0.050282,0.039972,23.711,1408.3
5.165,29.5,62.9,2.132,0.051950,0.048694,27.104,1824.8
,38.4,90.8,2.364,0.059220,0.041794,22.136,1627.1
,44.9,76.6,1.706,0.049040,0.048002,20.060,1771.4
,25.4,80.1,3.153,0.061006,0.050308,25.674,1660.5
,28.4,131.2,4.614,0.033758,0.033910,13.866,1537.5
,33.7,88.4,2.62,0.042406,0.037572,17.885,1768.3
,28.7,85.4,2.978,0.039420,0.041822,15.964,1619.0
6.200,39,115.7,2.965,0.048518,0.038972,20.186,1443.5
,19.9,69.8,3.51,0.037220,0.033638,20.546,1705.9
,20.1,80.5,3.996,0.044262,0.041112,23.797,1772.3
,19.8,61.5,3.101,0.036570,0.035108,18.093,1402.2
,25.1,86.9,3.465,0.040064,0.038368,22.660,1697.9
,23.4,51.4,2.194,0.035042,0.035286,22.623,2019.0
,27.1,63.7,2.352,0.020288,0.027348,9.1316,NaN
5.105,27,84.7,3.137,0.047850,0.044380,20.732,2244.0
,23.7,61.9,2.613,0.042830,0.040910,24.308,1758.7
,16.2,57.8,3.567,0.026992,0.034660,19.956,2146.7
,26.7,77.6,2.906,0.045104,0.043766,28.285,1650.0
,31.5,87.3,2.772,0.055976,0.047938,29.347,2055.9
,45.9,96.4,2.102,0.071488,0.049490,21.001,1108.5
,39,140.5,3.604,0.071754,0.050378,47.149,3636.6
5.010,37.3,165.5,4.44,0.089132,0.039840,31.219,2791.5
,31.1,136.1,4.373,0.013914,0.017472,19.213,2730.0
,29.9,110.3,3.693,0.051576,0.040462,29.128,3327.8
,36,180.5,5.012,0.044350,0.028156,29.852,3410.7
,45.8,197.2,4.31,0.066852,0.048056,31.486,3449.2
,43,172.2,4.004,0.10246,0.054366,36.266,3046.3
,29.7,105,3.537,0.060022,0.038754,27.181,2766.0
4.940,33.2,173.4,5.222,0.071130,0.041210,24.773,2905.9
6.950,21,59.3,2.827,0.041228,0.032468,19.389,3199.1
,22.5,66.9,2.974,0.068276,0.044578,26.642,2229.2
,21.4,69.1,3.224,0.043988,0.035124,20.109,2323.1
,99.5,495.1,4.978,0.13123,0.084284,56.451,3082.6
,32.2,116.5,3.615,0.046158,0.033050,27.266,3700.5
,20.7,92.7,4.471,0.039538,0.033640,26.768,2457.9
,27.1,108.5,4.009,0.082346,0.055998,35.032,2148.2
,68.5,117.3,1.712,0.053840,0.049206,26.196,2785.3
,40.7,97.8,2.406,0.069458,0.047560,29.634,2194.0
5.850,56.8,101.1,1.781,0.051634,0.044678,15.135,2034.5
5.785,34.9,74.8,2.144,0.068836,0.040392,25.023,2480.1
,30,69.2,2.303,0.033824,0.035558,10.889,1841.1
,84.6,382.8,4.527,0.21904,0.11025,49.313,2107.4
,29.2,70.1,2.398,0.046756,0.043332,29.755,3218.7
,32,71,2.219,0.043614,0.029780,25.224,3024.7
,25.1,60.3,2.4,0.045116,0.031290,21.689,3512.8
,30.8,72,2.336,0.037318,0.025994,20.086,2261.5
,23.8,62.1,2.613,0.068430,0.031844,28.027,2928.3
,23.7,52.2,2.208,0.053660,0.039940,29.480,3397.1
4.995,51.1,108,2.115,0.083052,0.055212,31.559,2835.5
,24.4,74.4,3.057,0.054654,0.045034,19.388,2289.8
,27.8,72.9,2.626,0.030792,0.025626,21.518,2502.8
,118,493.2,4.18,0.28566,0.093762,56.583,1972.7
,88.6,393.1,4.436,0.27090,0.096592,49.993,2191.5
,64.8,469.6,7.245,0.24878,0.093342,50.699,2936.0
,28.1,111.1,3.955,0.050556,0.039668,28.964,3087.9
4.790,27.2,75.9,2.787,0.042660,0.028420,18.346,2557.5
,28.5,129.1,4.521,0.044552,0.026484,27.687,3368.1
,27.3,102.7,3.769,0.068514,0.047166,28.469,3103.1
,21.9,67.2,3.068,0.067814,0.037558,32.784,3336.5
,37,81.4,2.199,0.066496,0.040934,31.873,3263.0
,20.2,50.5,2.502,0.019482,0.018174,15.079,NaN
,22.8,50,2.192,0.029154,0.022412,15.463,2481.4
5.065,34.4,62,1.803,0.032108,0.028118,21.479,2661.8
,68.1,173.4,2.547,0.083150,0.069134,25.444,1949.8
,32.5,65.3,2.008,0.057080,0.036974,26.901,2436.2
,38.8,80.1,2.068,0.070940,0.049142,23.829,2489.4
,38,71.9,1.893,0.041272,0.027752,22.099,2519.3
,31.4,67.9,2.162,0.040346,0.030292,22.307,2547.2
,28.6,64.1,2.24,0.027778,0.027948,18.666,2265.3
4.885,48.6,100.4,2.064,0.058762,0.045806,23.292,2125.9
,27.7,67.1,2.425,0.032354,0.027982,15.157,2116.8
,34.2,71.6,2.094,0.056982,0.039502,21.079,1959.6
,35.8,84.2,2.351,0.057572,0.052628,27.422,2659.1
,31.4,71.6,2.282,0.056826,0.036692,25.779,2499.9
,27.1,62.3,2.297,0.057066,0.034166,26.148,3011.2
,26.8,64.6,2.411,0.059478,0.038980,28.806,2761.9
4.230,26.3,63.4,2.413,0.041536,0.032598,19.677,2644.7
,61.1,121.7,1.991,0.062226,0.045694,25.603,2206.0
,32.2,74.8,2.322,0.057494,0.040060,29.128,3106.9
,29.7,64.3,2.165,0.042182,0.029540,20.377,1800.6
,57.9,130.9,2.262,0.096378,0.049420,27.240,1804.1
,34.5,79.3,2.298,0.089392,0.049598,28.906,2578.3
,49.9,112.7,2.259,0.051372,0.038746,18.274,1818.6
4.675,44.8,93.9,2.097,0.067416,0.048552,22.928,1918.5
,41.4,82.8,1.999,0.054966,0.042760,19.409,1995.9
,28.9,79.6,2.749,0.067470,0.043776,26.968,2462.2
,48.8,84.5,1.73,0.050236,0.036542,22.765,1795.6
,26.6,62.4,2.348,0.042640,0.033796,14.764,1986.4
,26,55.3,2.125,0.048976,0.032576,18.277,2261.1
,23,48.6,2.12,0.034386,0.028900,17.558,2423.1
4.705,30,63.5,2.118,0.043820,0.036714,13.263,1798.1
,41.5,81.8,1.97,0.057472,0.045586,15.328,1120.6
,30.8,70.2,2.275,0.047278,0.041398,15.790,2130.6
,46.3,91.8,1.985,0.079210,0.051730,29.982,2367.1
,28.1,62.8,2.236,0.054962,0.040918,29.134,3319.1
,28.1,63.4,2.257,0.051954,0.040684,25.873,3168.4
,22.1,48.2,2.179,0.020130,0.019078,14.592,NaN
4.885,24.9,56,2.247,0.047792,0.034764,19.503,2525.7
,30.9,67,2.166,0.041298,0.034592,21.087,2027.5
,37.4,80.2,2.145,0.047306,0.036952,22.176,2476.1
,23.9,57.4,2.407,0.061102,0.039606,23.407,2810.7
,20,44.6,2.232,0.045808,0.035844,20.277,2724.9
,22.1,52.8,2.388,0.050248,0.034354,23.061,2983.4
,23.5,85.7,3.654,0.061680,0.042450,30.819,3388.2
4.680,36.4,94.8,2.6,0.083662,0.058034,26.020,1874.1
,48.5,87,1.794,0.075580,0.056044,29.953,2451.0
,62,106.5,1.72,0.080548,0.048692,29.306,2142.2
,47.4,88.8,1.872,0.071986,0.053362,24.573,1869.7
,52.7,99.2,1.882,0.083886,0.059932,28.602,1951.5
,35,125.4,3.585,0.10765,0.056880,29.446,2156.9
,46,88.3,1.919,0.062702,0.042342,17.701,1828.1
5.470,28.8,67,2.325,0.069830,0.041254,23.358,1845.5
,21,68.6,3.266,0.037748,0.027254,17.240,3047.1
,42.4,84.5,1.994,0.081334,0.052904,32.329,2930.7
,49.4,74.8,1.516,0.038388,0.034290,19.367,2501.4
,20.3,47,2.31,0.022244,0.020730,13.689,NaN
,30,78.4,2.612,0.063208,0.044980,26.927,2843.4
,17.8,47,2.642,0.032160,0.025374,18.678,2877.4
4.880,19.5,42,2.155,0.041406,0.030932,17.612,3101.7
,32,82.7,2.58,0.072884,0.040208,24.463,3259.3
,29,65.3,2.252,0.042366,0.032426,21.086,3265.3
,25,54.8,2.192,0.051770,0.037832,17.815,2210.9
,27.1,65.2,2.411,0.095306,0.047208,28.764,2231.0
,21.3,52.2,2.452,0.053988,0.035652,28.901,3068.7
,44.2,90.6,2.049,0.051626,0.034866,25.776,3174.5
4.335,22.1,52.3,2.368,0.056012,0.037344,25.234,2917.0
,21.2,53.3,2.509,0.057354,0.040768,25.923,3160.6
,22.2,49.3,2.221,0.034656,0.029890,19.551,3555.6
,26.9,48.7,1.81,0.014588,0.015986,8.7030,NaN
,20.8,41.7,2.002,0.065146,0.043556,27.700,3031.0
,21.9,64.2,2.936,0.053210,0.039328,27.444,3567.4
,25.8,55.7,2.161,0.035100,0.031498,15.114,2768.1
4.595,23.3,52.3,2.247,0.039486,0.030520,21.058,NaN
,29.6,77.1,2.604,0.047380,0.039076,24.307,3342.4
,30.6,59.3,1.94,0.011928,0.014766,10.094,NaN
,26.6,89.6,3.371,0.048404,0.035912,26.549,3513.7
,23.6,74.5,3.16,0.040340,0.030350,20.276,3686.8
,32,75.4,2.353,0.066932,0.043626,35.084,3253.3
,26.5,79.9,3.012,0.073252,0.043500,35.710,3441.5
4.560,49.2,108.5,2.203,0.12353,0.058770,28.854,2453.9
,20.2,60.5,2.99,0.050282,0.040712,27.218,3154.9
,38.5,126.2,3.275,0.10181,0.062648,58.135,2734.2
,37,160,4.328,0.083764,0.053950,32.939,2631.1
,23.5,126,5.363,0.033490,0.029972,20.215,2817.4
,24,101.4,4.218,0.061360,0.037068,20.955,2502.4
,25.9,59.7,2.301,0.056626,0.040526,27.233,2969.5
4.870,23.3,61.1,2.625,0.046528,0.039314,23.065,2973.3
,23,119.1,5.178,0.051994,0.036446,19.803,2565.8
,26.2,87,3.315,0.047150,0.035298,24.109,2977.7
,50.7,128.4,2.533,0.076288,0.053202,30.001,2176.7
,29.4,96.2,3.271,0.077060,0.055940,31.089,1961.7
,24.9,66,2.647,0.067184,0.046286,30.118,2037.9
,37,114.8,3.104,0.059586,0.045182,26.104,1985.4
5.055,23.9,55,2.301,0.038494,0.030450,19.178,2342.5
,20.4,94.2,4.614,0.062202,0.041650,25.338,2445.1
,29.9,97.7,3.268,0.056532,0.035276,21.804,2690.4
,18.1,52.6,2.903,0.079506,0.045120,26.634,2720.4
,21.9,69.6,3.173,0.045190,0.035084,19.123,2800.4
,18.5,50,2.701,0.049622,0.032960,30.328,3978.3
,26.9,63.5,2.357,0.038756,0.032156,20.202,3198.5
4.915,27.8,74.1,2.661,0.022154,0.023194,15.559,2805.8
,27.6,63.1,2.286,0.037608,0.031114,18.062,3040.0
,22,60.5,2.751,0.046984,0.034040,21.266,2954.7
,24.3,63.6,2.616,0.037510,0.031794,17.064,2278.5
,29.9,91.7,3.069,0.031560,0.029084,13.851,2492.2
,29.1,77.5,2.66,0.051342,0.036440,18.916,2244.2
,26.8,72.5,2.709,0.031696,0.029750,12.447,1947.3
4.825,27.6,68.3,2.479,0.059022,0.044616,21.357,2388.8
,30.6,80.2,2.623,0.038220,0.033748,29.908,3936.2
,24.2,69.2,2.863,0.080364,0.043964,30.193,2981.7
,23.4,70.4,3.014,0.054214,0.040046,24.727,2803.6
,25.6,88,3.436,0.062072,0.043924,34.788,2877.7
,21.5,42.7,1.992,0.032354,0.025392,14.385,2627.2
,27.1,56.5,2.081,0.052966,0.041154,21.193,2351.1
4.790,29.6,108.3,3.658,0.049000,0.041130,34.014,3573.2
,28.6,82.2,2.874,0.055654,0.044804,46.859,4828.2
,25.9,73,2.814,0.057462,0.045516,35.853,3764.3
,24.7,59.4,2.402,0.045404,0.037392,25.727,2972.2
,23.3,68.2,2.929,0.050380,0.043248,40.252,3721.9
,18.1,59.5,3.284,0.039826,0.034274,28.607,4022.1
,26.8,74.5,2.781,0.052026,0.047316,34.098,3265.3
4.610,23,63.6,2.762,0.051296,0.038810,36.729,3242.0
